,Tweet,Sentimen,lower case,cleaned,formalized,no stopwords,stemmed
679,"@henrysubiakto dan dengan PSE, aparat hukum jg bisa mencek data rakyat kan pak dgn indikasi individu trsbt melanggar UU yg ada? Karna hal tersebut lah pak dianggap pasal karet karna takutny malah disalahgunakan oleh pihak yg berwenang. Makanya ada beberapa platform/aplikasi yg ga daftar PSE pak",negatif,"@henrysubiakto dan dengan pse, aparat hukum jg bisa mencek data rakyat kan pak dgn indikasi individu trsbt melanggar uu yg ada? karna hal tersebut lah pak dianggap pasal karet karna takutny malah disalahgunakan oleh pihak yg berwenang. makanya ada beberapa platform/aplikasi yg ga daftar pse pak","dan dengan pse, aparat hukum jg bisa mencek data rakyat kan pak dgn indikasi individu trsbt melanggar uu yg ada? karna hal tersebut lah pak dianggap pasal karet karna takutny malah disalahgunakan oleh pihak yg berwenang. makanya ada beberapa platform aplikasi yg ga daftar pse pak","dan dengan pse, aparat hukum juga bisa mencek data rakyat kan pak dengan indikasi individu trsbt melanggar uu yang ada? karena hal tersebut lah pak dianggap pasal karet karena takutny bahkan disalahgunakan oleh pihak yang berwenang. makanya ada beberapa platform aplikasi yang ga daftar pse pak","pse , aparat hukum mencek data rakyat indikasi individu trsbt melanggar uu ? dianggap pasal karet takutny disalahgunakan berwenang . platform aplikasi ga daftar pse",pse aparat hukum cek data rakyat indikasi individu trsbt langgar uu anggap pasal karet takutny disalahgunakan wenang platform aplikasi ga daftar pse
680,"@henrysubiakto Kalo asbabun nuzulnya PSE bgtu, kok ada beberapa aplikasi yg harusnya tdk bisa menghadirkan konten radikal malah tetap disuruh daftar PSE, contohnya paypal. Terus itu ada beberapa aplikasi judi online, kok di approve ya pak? Padahal itu udah jelas melanggar UU yg bapak sbutkan td",negatif,"@henrysubiakto kalo asbabun nuzulnya pse bgtu, kok ada beberapa aplikasi yg harusnya tdk bisa menghadirkan konten radikal malah tetap disuruh daftar pse, contohnya paypal. terus itu ada beberapa aplikasi judi online, kok di approve ya pak? padahal itu udah jelas melanggar uu yg bapak sbutkan td","kalo asbabun nuzulnya pse bgtu, kok ada beberapa aplikasi yg harusnya tdk bisa menghadirkan konten radikal malah tetap disuruh daftar pse, contohnya paypal. terus itu ada beberapa aplikasi judi online, kok di approve ya pak? padahal itu udah jelas melanggar uu yg bapak sbutkan td","kalau asbabun nuzulnya pse bgtu, kok ada beberapa aplikasi yang harusnya tidak bisa menghadirkan konten radikal bahkan tetap disuruh daftar pse, contohnya paypal. terus itu ada beberapa aplikasi judi online, kok di approve iya pak? padahal itu sudah jelas melanggar uu yang bapak sbutkan tadi","asbabun nuzulnya pse bgtu , aplikasi menghadirkan konten radikal disuruh daftar pse , contohnya paypal . aplikasi judi online , approve iya ? melanggar uu sbutkan",asbabun nuzul pse bgtu aplikasi hadir konten radikal suruh daftar pse contoh paypal aplikasi judi online approve iya langgar uu sbutkan
681,"UU18/2014 yg sgt penting demi kesehatan jiwa WNI sampai kini tdk ada aturan turunannya!
  UU19/2016 yg mncikalbakali lahirnya PSE cepet bgt dieksekusi!
  UU yg sgt cepat dieksekusi mmbuktikan kalo dibuat segampang mungkin n sengawur mungkin!
  #BlokirKominfo
  @mohmahfudmd @KemensetnegRI https://t.co/0VmEoWzGhX",negatif,"uu18/2014 yg sgt penting demi kesehatan jiwa wni sampai kini tdk ada aturan turunannya!
  uu19/2016 yg mncikalbakali lahirnya pse cepet bgt dieksekusi!
  uu yg sgt cepat dieksekusi mmbuktikan kalo dibuat segampang mungkin n sengawur mungkin!
  #blokirkominfo
  @mohmahfudmd @kemensetnegri https://t.co/0vmeowzghx",uu yg sgt penting demi kesehatan jiwa wni sampai kini tdk ada aturan turunannya! uu yg mncikalbakali lahirnya pse cepet bgt dieksekusi! uu yg sgt cepat dieksekusi mmbuktikan kalo dibuat segampang mungkin n sengawur mungkin!,uu yang sangat penting demi kesehatan jiwa wni sampai kini tidak ada aturan turunannya! uu yang mncikalbakali lahirnya pse cepat banget dieksekusi! uu yang sangat cepat dieksekusi mmbuktikan kalau dibuat segampang mungkin dan sengawur mungkin!,uu kesehatan jiwa wni aturan turunannya ! uu mncikalbakali lahirnya pse cepat banget dieksekusi ! uu cepat dieksekusi mmbuktikan segampang sengawur !,uu sehat jiwa wni atur turun uu mncikalbakali lahir pse cepat banget eksekusi uu cepat eksekusi mmbuktikan gampang sengawur
682,"@ecommurz @WhatsApp Aturan ini yg sebenernya lagi diseriusin, pakai UU PSE yang rame akhir-akhir ini...
  
 
  (14 : Rekam jejak audit, buat ngelacak pelakunya. 15-18 : wajib melakukan pengamanan platform)
  
 
  https://t.co/JmQKh72l8t",positif,"@ecommurz @whatsapp aturan ini yg sebenernya lagi diseriusin, pakai uu pse yang rame akhir-akhir ini...
  
 
  (14 : rekam jejak audit, buat ngelacak pelakunya. 15-18 : wajib melakukan pengamanan platform)
  
 
  https://t.co/jmqkh72l8t","aturan ini yg sebenernya lagi diseriusin, pakai uu pse yang rame akhir akhir ini... rekam jejak audit, buat ngelacak pelakunya. wajib melakukan pengamanan platform","aturan ini yang sebenernya lagi diseriusin, pakai uu pse yang ramai akhir akhir ini... rekam jejak audit, buat ngelacak pelakunya. wajib melakukan pengamanan platform","aturan sebenernya diseriusin , pakai uu pse ramai ... rekam jejak audit , ngelacak pelakunya . wajib pengamanan platform",atur sebenernya diseriusin pakai uu pse ramai rekam jejak audit ngelacak laku wajib aman platform
683,"itupun, saya ragu kalau ada PSE d Indonesia yg datanya bisa diakses begitu saja oleh @kemkominfo akan menarik utk dipakai
  
 
  kecuali terpaksa ya, seperti Peduli Lindungi
  
 
  karena saya merasa TIDAK AMAN
  lagipula UU PDP belum sah di Indonesia. Kominfo TIDAK MENDESAK UU ini, bukan?",negatif,"itupun, saya ragu kalau ada pse d indonesia yg datanya bisa diakses begitu saja oleh @kemkominfo akan menarik utk dipakai
  
 
  kecuali terpaksa ya, seperti peduli lindungi
  
 
  karena saya merasa tidak aman
  lagipula uu pdp belum sah di indonesia. kominfo tidak mendesak uu ini, bukan?","itupun, saya ragu kalau ada pse d indonesia yg datanya bisa diakses begitu saja oleh akan menarik utk dipakai kecuali terpaksa ya, seperti peduli lindungi karena saya merasa tidak aman lagipula uu pdp belum sah di indonesia. kominfo tidak mendesak uu ini, bukan?","itupun, saya ragu kalau ada pse di indonesia yang datanya bisa diakses begitu saja oleh akan menarik untuk dipakai kecuali terpaksa ya, seperti peduli lindungi karena saya merasa tidak aman lagipula uu pdp belum sah di indonesia. kominfo tidak mendesak uu ini, bukan?","itupun , ragu pse indonesia datanya diakses menarik dipakai kecuali terpaksa ya , peduli lindungi aman lagipula uu pdp sah indonesia . kominfo mendesak uu , ?",itu ragu pse indonesia data akses tarik pakai kecuali paksa ya peduli lindung aman lagipula uu pdp sah indonesia kominfo desak uu
684,"@sigitzigit @Glutony3 @Shioshinomona @kucingbuluk_ @MagerrIlham @TechmenID “Pemerintah sebagai regulator setidaknya menyediakan tiga aturan, yakni UU 19/2016 tentang ITE, PP 71/2019 tentang PSTE, dan yang terbaru PM Kominfo 5/2020 tentang PSE lingkup privat,” jelas Direktur Jenderal Aplikasi Informatika, Semuel Abrijani Pangerapan.",netral,"@sigitzigit @glutony3 @shioshinomona @kucingbuluk_ @magerrilham @techmenid “pemerintah sebagai regulator setidaknya menyediakan tiga aturan, yakni uu 19/2016 tentang ite, pp 71/2019 tentang pste, dan yang terbaru pm kominfo 5/2020 tentang pse lingkup privat,” jelas direktur jenderal aplikasi informatika, semuel abrijani pangerapan.","pemerintah sebagai regulator setidaknya menyediakan tiga aturan, yakni uu tentang ite, pp tentang pste, dan yang terbaru pm kominfo tentang pse lingkup privat, jelas direktur jenderal aplikasi informatika, semuel abrijani pangerapan.","pemerintah sebagai regulator setidaknya menyediakan tiga aturan, yakni uu tentang ite, pulang pergi tentang pste, dan yang terbaru pm kominfo tentang pse lingkup privat, jelas direktur jenderal aplikasi informatika, semuel abrijani pangerapan.","pemerintah regulator menyediakan aturan , uu ite , pulang pergi pste , terbaru pm kominfo pse lingkup privat , direktur jenderal aplikasi informatika , semuel abrijani pangerapan .",perintah regulator sedia atur uu ite pulang pergi pste baru pm kominfo pse lingkup privat direktur jenderal aplikasi informatika semuel abrijani pangerapan
685,"Salah satu kebijakan yang benar (karena ada UU nya) tapi tidak dieksekusi dengan baik PSE. 
  Padahal bisa diminimalisir resikonya dengan menyediakan alternatif2 lainnya dulu baru penegakan aturannya.",negatif,"salah satu kebijakan yang benar (karena ada uu nya) tapi tidak dieksekusi dengan baik pse. 
  padahal bisa diminimalisir resikonya dengan menyediakan alternatif2 lainnya dulu baru penegakan aturannya.",salah satu kebijakan yang benar karena ada uu nya tapi tidak dieksekusi dengan baik pse. padahal bisa diminimalisir resikonya dengan menyediakan alternatif lainnya dulu baru penegakan aturannya.,salah satu kebijakan yang benar karena ada uu nya tapi tidak dieksekusi dengan baik pse. padahal bisa diminimalisir resikonya dengan menyediakan alternatif lainnya dulu baru penegakan aturannya.,salah kebijakan uu nya dieksekusi pse . diminimalisir resikonya menyediakan alternatif penegakan aturannya .,salah bijak uu nya eksekusi pse diminimalisir resiko sedia alternatif tega atur
686,Aneh banget mau revisi UU soal Bioekivalen aja dari 2017 ga kelar-kelar tapi ini UU PSE mendadak muncul aja wowkwokwowkwowkowkwokw,negatif,aneh banget mau revisi uu soal bioekivalen aja dari 2017 ga kelar-kelar tapi ini uu pse mendadak muncul aja wowkwokwowkwowkowkwokw,aneh banget mau revisi uu soal bioekivalen aja dari ga kelar kelar tapi ini uu pse mendadak muncul aja wowkwokwowkwowkowkwokw,aneh banget mau revisi uu soal bioekivalen saja dari ga kelar kelar tapi ini uu pse mendadak muncul saja wowkwokwowkwowkowkwokw,aneh banget revisi uu bioekivalen ga kelar kelar uu pse mendadak muncul wowkwokwowkwowkowkwokw,aneh banget revisi uu bioekivalen ga kelar kelar uu pse dadak muncul wowkwokwowkwowkowkwokw
687,"@vngnc Presiden B.J. Habibie membuat UU No. 40 Tahun 1999 mengenai Pers yang menghilangkan SIUPP (Surat Izin Usaha Penerbitan Pers)
  
 
  PSE mirip sama SIUPP ya",positif,"@vngnc presiden b.j. habibie membuat uu no. 40 tahun 1999 mengenai pers yang menghilangkan siupp (surat izin usaha penerbitan pers)
  
 
  pse mirip sama siupp ya",presiden b.j. habibie membuat uu no. tahun mengenai pers yang menghilangkan siupp surat izin usaha penerbitan pers pse mirip sama siupp ya,presiden b.j. habibie membuat uu no. tahun mengenai pers yang menghilangkan siupp surat izin usaha penerbitan pers pse mirip sama siupp iya,presiden b.j . habibie uu no . pers menghilangkan siupp surat izin usaha penerbitan pers pse siupp iya,presiden b j habibie uu no pers hilang siupp surat izin usaha terbit pers pse siupp iya
688,"Intinya perpanjangan tangan UU karet ITE, jadi pemerintah bisa minta data user ke PSE kalo dianggap pemerintah sudah ""meresahkan masyarakat dan mengganggu ketertiban umum""
  
 
  Kaya di China gitu deh, ada yg kritik kebijakan pemerintah China di internet, langsung disamperin rumahnya https://t.co/McbE6KxmMQ https://t.co/6ksu72Yw8k",negatif,"intinya perpanjangan tangan uu karet ite, jadi pemerintah bisa minta data user ke pse kalo dianggap pemerintah sudah ""meresahkan masyarakat dan mengganggu ketertiban umum""
  
 
  kaya di china gitu deh, ada yg kritik kebijakan pemerintah china di internet, langsung disamperin rumahnya https://t.co/mcbe6kxmmq https://t.co/6ksu72yw8k","intinya perpanjangan tangan uu karet ite, jadi pemerintah bisa minta data user ke pse kalo dianggap pemerintah sudah meresahkan masyarakat dan mengganggu ketertiban umum kaya di china gitu deh, ada yg kritik kebijakan pemerintah china di internet, langsung disamperin rumahnya","intinya perpanjangan tangan uu karet ite, jadi pemerintah bisa minta data user ke pse kalau dianggap pemerintah sudah meresahkan masyarakat dan mengganggu ketertiban umum kaya di china gitu deh, ada yang kritik kebijakan pemerintah china di internet, langsung disamperin rumahnya","intinya perpanjangan tangan uu karet ite , pemerintah data user pse dianggap pemerintah meresahkan masyarakat mengganggu ketertiban kaya china gitu deh , kritik kebijakan pemerintah china internet , langsung disamperin rumahnya",inti panjang tangan uu karet ite perintah data user pse anggap perintah resah masyarakat ganggu tertib kaya china gitu deh kritik bijak perintah china internet langsung disamperin rumah
689,@henrysubiakto Web web judi ala ala dibiarin aje karena uda daftar pse padahal uu ite melarang..kocak,negatif,@henrysubiakto web web judi ala ala dibiarin aje karena uda daftar pse padahal uu ite melarang..kocak,web web judi ala ala dibiarin aje karena uda daftar pse padahal uu ite melarang..kocak,web web judi ala ala dibiarin aje karena uda daftar pse padahal uu ite melarang..kocak,web web judi ala ala dibiarin aje uda daftar pse uu ite melarang .. kocak,web web judi ala ala dibiarin aje uda daftar pse uu ite larang kocak
690,"@Duke_of_Nowhere @RonaldSet9 Bukan UU nya tdk mampu, tp cara berpikirmu yg nyuruh tanggung jawab itu yg pemerintah manapun tdk akan mampu. Makanya UU mengamanatkan semua PSE hrs menjamin keamanan dan keandalan sistem mrk sendiri. Negara hny sbg pengawas atas dasar melindungi publik. Itu yg ada di UU.",positif,"@duke_of_nowhere @ronaldset9 bukan uu nya tdk mampu, tp cara berpikirmu yg nyuruh tanggung jawab itu yg pemerintah manapun tdk akan mampu. makanya uu mengamanatkan semua pse hrs menjamin keamanan dan keandalan sistem mrk sendiri. negara hny sbg pengawas atas dasar melindungi publik. itu yg ada di uu.","bukan uu nya tdk mampu, tp cara berpikirmu yg nyuruh tanggung jawab itu yg pemerintah manapun tdk akan mampu. makanya uu mengamanatkan semua pse hrs menjamin keamanan dan keandalan sistem mrk sendiri. negara hny sbg pengawas atas dasar melindungi publik. itu yg ada di uu.","bukan uu nya tidak mampu, tapi cara berpikirmu yang nyuruh tanggung jawab itu yang pemerintah manapun tidak akan mampu. makanya uu mengamanatkan semua pse harus menjamin keamanan dan keandalan sistem mrk sendiri. negara hanya sbg pengawas atas dasar melindungi publik. itu yang ada di uu.","uu nya , berpikirmu nyuruh tanggung pemerintah manapun . uu mengamanatkan pse menjamin keamanan keandalan sistem mrk . negara sbg pengawas dasar melindungi publik . uu .",uu nya pikir nyuruh tanggung perintah mana uu amanat pse jamin aman andal sistem mrk negara sbg awas dasar lindung publik uu
691,yaelah wong uu ite aja masih gk jelas malah sosoan bikin pse. ealah pak. https://t.co/1DUsNOkUds,negatif,yaelah wong uu ite aja masih gk jelas malah sosoan bikin pse. ealah pak. https://t.co/1dusnokuds,yaelah wong uu ite aja masih gk jelas malah sosoan bikin pse. ealah pak.,yaelah wong uu ite saja masih gk jelas bahkan sosoan bikin pse. ealah pak.,yaelah uu ite gk sosoan bikin pse . ealah .,yaelah uu ite gk sosoan bikin pse ealah
692,"@hadifianwidjaja @deyalinaa @Isfunadila1 @kemkominfo Tentu setuju, apa yg ga buat negra kta maju, tpi bkn brrti privasi kta bisa di intip, pse itu ada 2, publik dan private, publik sya dukung tpi klo private?? lu sadar gak klo apapun privasi kita ini mempunyai unsur melawan hukum uu ite? kek meme, foto pribadi, chat akrab,dll.",netral,"@hadifianwidjaja @deyalinaa @isfunadila1 @kemkominfo tentu setuju, apa yg ga buat negra kta maju, tpi bkn brrti privasi kta bisa di intip, pse itu ada 2, publik dan private, publik sya dukung tpi klo private?? lu sadar gak klo apapun privasi kita ini mempunyai unsur melawan hukum uu ite? kek meme, foto pribadi, chat akrab,dll.","tentu setuju, apa yg ga buat negra kta maju, tpi bkn brrti privasi kta bisa di intip, pse itu ada , publik dan private, publik sya dukung tpi klo private?? lu sadar gak klo apapun privasi kita ini mempunyai unsur melawan hukum uu ite? kek meme, foto pribadi, chat akrab,dll.","tentu setuju, apa yang ga buat negra kta maju, tapi bukan brrti privasi kta bisa di intip, pse itu ada , publik dan private, publik sya dukung tapi kalau private?? kamu sadar gak kalau apapun privasi kita ini mempunyai unsur melawan hukum uu ite? seperti meme, foto pribadi, chat akrab,dll.","setuju , ga negra kta maju , brrti privasi kta intip , pse , publik private , publik sya dukung private ? ? sadar gak apapun privasi unsur melawan hukum uu ite ? meme , foto pribadi , chat akrab , dll .",tuju ga negra kta maju brrti privasi kta intip pse publik private publik sya dukung private sadar gak apa privasi unsur lawan hukum uu ite meme foto pribadi chat akrab dll
